0	0	0
2	0	4
4	0	8
6	0	12
8	0	16
10	0	20
12	0	24
14	0	28
16	0	32
18	0	36
20	0	40
22	0	44
24	0	48
26	0	52
28	0	56
30	0	60
32	0	64
34	0	68
36	0	72
38	0	76
40	0	80
42	0	84
44	0	88
46	0	92
48	0	96
50	0	100
52	0	104
54	0	108
56	0	112
58	0	116
60	0	120
62	0	124
64	0	128
62	0	132
60	0	136
58	0	140
56	0	144
54	0	148
52	0	152
50	0	156
48	0	160
46	0	164
44	0	168
42	0	172
40	0	176
38	0	180
36	0	184
34	0	188
32	0	192
30	0	196
28	0	200
26	0	204
24	0	208
22	0	212
20	0	216
18	0	220
16	0	224
14	0	228
12	0	232
10	0	236
8	0	240
6	0	244
4	0	248
2	0	252
0	0	255
0	8	247
0	16	239
0	24	231
0	32	223
0	40	215
0	48	207
0	56	199
0	64	191
0	72	183
0	80	175
0	88	167
0	96	159
0	104	151
0	112	143
0	120	135
0	128	127
0	136	119
0	144	111
0	152	103
0	160	95
0	168	87
0	176	79
0	184	71
0	192	63
0	200	55
0	208	47
0	216	39
0	224	31
0	232	23
0	240	15
0	248	7
0	255	0
4	255	0
8	255	0
12	255	0
16	255	0
20	255	0
24	255	0
28	255	0
32	255	0
36	255	0
40	255	0
44	255	0
48	255	0
52	255	0
56	255	0
60	255	0
64	255	0
68	255	0
72	255	0
76	255	0
80	255	0
84	255	0
88	255	0
92	255	0
96	255	0
100	255	0
104	255	0
108	255	0
112	255	0
116	255	0
120	255	0
124	255	0
128	255	0
132	255	0
136	255	0
140	255	0
144	255	0
148	255	0
152	255	0
156	255	0
160	255	0
164	255	0
168	255	0
172	255	0
176	255	0
180	255	0
184	255	0
188	255	0
192	255	0
196	255	0
200	255	0
204	255	0
208	255	0
212	255	0
216	255	0
220	255	0
224	255	0
228	255	0
232	255	0
236	255	0
240	255	0
244	255	0
248	255	0
252	255	0
255	255	0
255	253	0
255	251	0
255	249	0
255	247	0
255	245	0
255	243	0
255	241	0
255	239	0
255	237	0
255	235	0
255	233	0
255	231	0
255	229	0
255	227	0
255	225	0
255	223	0
255	221	0
255	219	0
255	217	0
255	215	0
255	213	0
255	211	0
255	209	0
255	207	0
255	205	0
255	203	0
255	201	0
255	199	0
255	197	0
255	195	0
255	193	0
255	192	0
255	189	0
255	186	0
255	183	0
255	180	0
255	177	0
255	174	0
255	171	0
255	168	0
255	165	0
255	162	0
255	159	0
255	156	0
255	153	0
255	150	0
255	147	0
255	144	0
255	141	0
255	138	0
255	135	0
255	132	0
255	129	0
255	126	0
255	123	0
255	120	0
255	117	0
255	114	0
255	111	0
255	108	0
255	105	0
255	102	0
255	99	0
255	96	0
255	93	0
255	90	0
255	87	0
255	84	0
255	81	0
255	78	0
255	75	0
255	72	0
255	69	0
255	66	0
255	63	0
255	60	0
255	57	0
255	54	0
255	51	0
255	48	0
255	45	0
255	42	0
255	39	0
255	36	0
255	33	0
255	30	0
255	27	0
255	24	0
255	21	0
255	18	0
255	15	0
255	12	0
255	9	0
255	6	0
255	3	0
