0	0	3
0	0	3
1	1	13
2	2	17
3	3	23
4	4	30
5	5	37
6	6	44
7	7	50
8	8	57
9	9	63
13	13	70
11	11	76
12	12	82
13	13	89
14	14	95
15	15	101
16	16	107
17	17	114
18	18	120
19	19	126
20	20	132
21	21	138
22	22	144
23	23	149
24	24	155
25	25	161
26	26	167
27	27	172
28	28	178
29	29	184
30	30	189
31	31	195
32	32	200
33	33	205
34	34	211
35	35	216
36	36	221
37	37	227
38	38	232
39	39	237
40	40	242
41	41	247
42	42	252
43	43	255
44	44	255
45	45	255
46	46	255
47	47	255
48	48	255
49	49	255
50	50	255
51	51	255
52	52	255
53	53	255
54	54	255
55	55	255
56	56	255
57	57	255
58	58	255
59	59	255
60	60	255
61	61	255
62	62	255
63	63	255
64	64	255
64	64	255
65	65	255
66	66	255
67	67	255
68	68	255
69	69	255
70	70	255
71	71	255
72	72	255
73	73	255
74	74	255
75	75	255
76	76	255
77	77	255
78	78	255
79	79	255
80	80	255
81	81	255
82	82	255
83	83	255
84	84	255
87	87	255
92	92	255
97	97	255
102	102	255
107	107	255
111	111	255
116	116	255
121	121	255
125	125	255
130	130	255
134	134	255
139	139	255
143	143	255
147	147	255
152	152	255
156	156	255
160	160	255
164	164	255
168	168	255
172	172	255
176	176	255
180	180	255
184	184	255
188	188	255
192	192	255
196	196	255
199	199	255
203	203	255
207	207	255
210	210	255
214	214	255
217	217	255
221	221	255
224	224	255
228	228	255
231	231	255
234	234	255
238	238	255
241	241	255
244	244	255
247	247	255
250	250	255
253	253	255
255	255	253
255	255	250
255	255	247
255	255	244
255	255	242
255	255	239
255	255	236
255	255	234
255	255	231
255	255	229
255	255	226
255	255	224
255	255	221
255	255	219
255	255	217
255	255	214
255	255	212
255	255	210
255	255	208
255	255	206
255	255	204
255	255	202
255	255	200
255	255	198
255	255	196
255	255	194
255	255	192
255	255	191
255	255	189
255	255	187
255	255	186
255	255	184
255	255	183
255	255	181
255	255	180
255	255	179
255	255	177
255	255	176
255	255	175
255	255	174
255	255	173
255	255	172
255	255	171
255	255	171
255	255	172
255	255	173
255	255	174
255	255	175
255	255	176
255	255	177
255	255	178
255	255	179
255	255	180
255	255	181
255	255	182
255	255	183
255	255	184
255	255	185
255	255	186
255	255	187
255	255	188
255	255	189
255	255	190
255	255	191
255	255	191
255	255	192
255	255	193
255	255	194
255	255	195
255	255	196
255	255	197
255	255	198
255	255	199
255	255	200
255	255	201
255	255	202
255	255	203
255	255	204
255	255	205
255	255	206
255	255	207
255	255	208
255	255	209
255	255	210
255	255	211
255	255	212
254	254	213
253	253	214
252	252	215
251	251	216
251	251	217
250	250	218
249	249	219
249	249	220
248	248	221
247	247	222
247	247	223
246	246	224
246	246	225
246	246	226
245	245	227
245	245	228
245	245	229
245	245	230
244	244	231
244	244	232
244	244	233
244	244	234
244	244	235
244	244	236
245	245	237
245	245	238
245	245	239
245	245	240
246	246	241
246	246	242
246	246	243
247	247	244
247	247	245
248	248	246
249	249	247
249	249	248
250	250	249
251	251	250
251	251	251
251	251	251
